id|gloss
00_1145|شروط نهايه مستشفى خلاص شروط قريب
00_1146|وجوب جرح عمليه مراقبه مستمر
00_1147|هو سوال دواء بعد نعاس يمكن
00_1148|سوف مساعد الم نسبه منخفض
00_1149|تاريخ وقت اتقان قريب
00_1150|وجوب فحص مستمر فحص
00_1151|وجوب تجنب اكل زيت
00_1152|الان ممكن راحه ثلاث_ايام اربع_ايام ممكن
00_1153|الان غدا تاريخ اتقان انسحاب مستشفى
00_1154|وجوب دواء وقت اتقان
00_1155|وجوب هو تمدد استلقاء
00_1156|الان دعم نفسيه سعيد
00_1157|وجوب الان نظيف يد كفين يد نظيف
00_1158|هو رغبه رياضه مستمر لا وجوب منخفض قليل
00_1159|تقديم شروط نصح مستشفى
00_1160|وجوب استلقاء سرير يوم
00_1161|الان مراقبه اوكسجين تنفس مراقبه
00_1162|اوكسجين تنفس منخفض
00_1163|الان مستشفى دواء اتقان
00_1164|وجوب تجنب برد تجنب
00_1165|وجوب غرفه هو نظيف
00_1166|هو مشي كل_يوم مشي قليل مشي قليل
00_1167|تقرير تقديم د خاص هو
00_1168|وجوب تجنب اكل ثقيل تجنب
00_1169|الان دم تحليل مختبر الان
00_1170|الان غدا يد جبس_ابيض يد غدا تغيير
00_1171|الان اكل وقت ست تقديم
00_1172|وجوب هو مستشفى مختبر استلقاء راحه
00_1173|الان مراجعه دواء قبل مشاهده سوال بحث قليل
00_1174|وجوب خاص شخص مراقبه مستمر
00_1175|اضافه عطاء عمليه شروط نصح عمليه
00_1176|غدا صباح مختبر
00_1177|انا رغبه تطعيم تنفس صدر
00_1178|انا رغبه دواء تنفس
00_1179|هو دواء وجوب راحه
00_1180|رغبه بول اخذ علبه
00_1181|طريقه خطه علاج اتقان سوال
00_1182|وجوب توقف اكل ساعه اثنى_عشر ليل توقف اكل
00_1183|وجوب رياضه ثقيل صعب تجنب
00_1184|هو الان مراقب
00_1185|الان مشاهده نفسيه سعيد مشاهده الان مراقب
00_1186|مستمر اكل جدول اكل اتقان اتقان مراقبه
00_1187|هو تجنب سكريات اكل تجنب قدره
00_1188|سكريات شوكولاته انواع فائده لا_يوجد
00_1189|تنفس
00_1190|الان اتقان مختبر
00_1191|هو زيت مرتفع
00_1192|تقديم دواء خاص زيت
00_1193|سوال دواء اتقان اليوم
00_1194|وجوب حاجز حمايه قوي
00_1195|هو ضعف عدوى مرض ضعف
00_1196|هو وجوب اكل اتقان جدول
00_1197|الان تغيير دواء زياده
00_1198|هو مشكله صدر
00_1199|رغبه مشاهده بعيد مشاهده جيد_او_غيرجيد
00_1200|فحص عين فحص_نظر
00_1201|هو عيون ضعف
00_1202|انا رغبه سمع تخطيط سمع
00_1203|الان استمرار سمع تخطيط مختبر
00_1204|وجوب خوف توتر ابتعاد
00_1205|سوال هو شعور الم
00_1206|انا شعور دوار
00_1207|استفهام مرض خطر
00_1208|انا شعور سعاده قدره
00_1209|دواء عطاء صباح
00_1210|دواء قبل نوم
00_1211|انا رغبه استلقاء وقت قصير
00_1212|انا رغبه جراحه يوجد وجوب
00_1213|نعم رغبه جراحه بطن
00_1214|سوال رغبه استحمام
00_1215|استفهام يوجد مترجم لغه اشاره مستشفى
00_1216|انا قدره اكل الان
00_1217|تاريخ صحه تاريخ سوال
00_1218|مستشفى هنا برد
00_1219|الان رغبه قدره بطانيه
00_1220|انا شعور حر
00_1221|مرض انا عدوى قدره
00_1222|رغبه استئذان رغبه كرسي
00_1223|د تاخير كثير
00_1224|استفهام انا قدره وقوف قدره
00_1225|سوال رغبه ذهاب سوال
00_1226|انا رغبه مساعده وقوف
00_1227|انا ام رغبه كرسي_متحرك كرسي
00_1228|هو عين سن ا ل ت ه ا ب
00_1229|هو عصر عين
00_1230|هو سمع ا ل ت ه ا ب
00_1231|هو حلق ا ل ت ه ا ب
00_1232|هو صدر ا ل ت ه ا ب
00_1233|دواء بعد نعاس يوجد
00_1234|انا ام سرطان
00_1235|دواء مره مرتين ثلاث يوم
00_1236|دواء مره مرتين يوم
00_1237|رغبه لا اكل رغبه لا
00_1238|دواء هو طعم غير سيى
00_1239|رغبه شهاده تصوير اشعه شهاده نظر
00_1240|استفهام دواء حبه سوال
00_1241|انا شعور الم راس
00_1242|استفهام هو ضد محاربه قدره
00_1243|استفهام انواع ضد محاربه
00_1244|هو ظهر حساسيه
00_1245|سوال قدره دواء سوال
00_1246|استفهام وقت طويل دواء تاريخ سوال
00_1247|رغبه وساده نوم اضافه اعطاء
00_1248|استفهام هو دواء حبه خاص الم
00_1249|استفهام رغبه شرب دافئ حمى شرب رغبه
00_1250|رغبه يد ضماد تغيير
00_1251|انا شعور توتر
00_1252|استفهام وقت اتقان تغيير قدره
00_1253|استفهام دواء حبه قدره ضد انا
00_1254|هو رغبه تقرير مستشفى طلب
00_1255|رغبه قدره معرفه حبه دواء تفصيل سوال
00_1256|دواء حبوب مهم
00_1257|دواء حبه حساسيه خاص
00_1258|انا الم ذراع
00_1259|شعور تعب كل_يوم
00_1260|دم ضغط مرتفع
00_1261|دم ضغط منخفض
00_1262|انا الم سكري
00_1263|انا راس الم مستمر
00_1264|انا تنفس مشكله
00_1265|بطن الم
00_1266|رغبه لا انا مشي لا صعب
00_1267|انا طفح جلد
00_1268|ابن بنت جلد طفح
00_1269|استفهام سوال طفح جلدي جسم سوال
00_1270|انا مشكله مشكله سمع
00_1271|اناذاكره نقص ضعف
00_1272|انا تفكير زياده
00_1273|انا اب عقل تركيز نسيان
00_1274|انا خلف الم
00_1275|انا تعب صباح
00_1276|انا اكل رغبه لا رغبه لا
00_1277|استفهام انا اكل تجنب رغبه لا هو
00_1278|ابن هو رغبه اكل لا رغبه ابتعاد
00_1279|انا اكل حلق صعب
00_1280|استفهام هو حبه بلع قدره هو
00_1281|انا لا يد لا توقف يد توقف
00_1282|ركبه الم
00_1283|بطن امساك بطن
00_1284|انا حركه_ارجل مرض هو
00_1285|دواء هو خاص صرع حركه_ارجل خاص
00_1286|هو شعور غبار شعور وريد
00_1287|استفهام حساسيه غبار يوجد
00_1288|شعور نوم لا
00_1289|انا ام انا نوم لا
00_1290|توتر تفكير سبب نوم لا_يوجد
00_1291|لا تشرب قهوه ليل لا
00_1292|انا عيون ج ا ف
00_1293|شعور تنفس صدر الم
00_1294|انا ام تنفس الم
00_1295|انا دوار
00_1296|دوخه وقوف اقدام خطوات انتفاخ
00_1297|انا اب هو اقدام خطوات انتفاخ
00_1298|هو ماء حمى صحن داخل اقدام
00_1299|انا نقص وزن
00_1300|انا انف سيلان دم سيلان مستمر
00_1301|مشكله راتب ابن طلاق راتب ن ف ق ه
00_1302|مشكله اشخاص ضد
00_1303|مشكله اشخاص
00_1304|شخص سيى لا جيد اخر دليل لا_يوجد
00_1305|شخص عوده محكمه
00_1306|شخص سيى هو اكل تجنب رفض رغبه لا
00_1307|دفع سوال محكمه
00_1308|قرار انتهاء شخص جيد اختيار دليل لا_يوجد
00_1309|قرار نعم دليل هو شخص هو
00_1310|سوال محامي
00_1311|قرار سجن افراج
00_1312|شخص طلاق
00_1313|هو رغبه طلاق
00_1314|سبب طلاق ال خ ل ع
00_1315|سبب ال خ ل ع سبب ضد اسره مشكله
00_1316|سبب طلاق ضرب
00_1317|سبب ال خ ل ع خمر مخدرات
00_1318|مشكله موضوع سوال طلاق
00_1319|سوال يوم طلاق
00_1320|مره طلاق واحد
00_1321|طلاق سوال ثلاث
00_1322|طلاق اثنان
00_1323|طلاق سوال واحد
00_1324|سبب طلاق
00_1325|سبب طلاق سبب مشكله مال
00_1326|سبب طلاق هو بنت رغبه منزل خاص
00_1327|سبب طلاق طاعه انا لا_يوجد
00_1328|دفع ال م ه ر
00_1329|لا_يوجد دفع ال م ه ر
00_1330|تقرير تقديم طلب دفع ال م ه ر
00_1331|انتهاء حل
00_1332|زوج مسامحه ال م ه ر
00_1333|لا_يوجد تسليم نصف ال م ه ر
00_1334|سوال اسره تقسيم اشخاص سوال
00_1335|اب هو موت شخص اب هو حياه
00_1336|هو موت هو اب حياه يوجد
00_1337|اب هو موت هواب سامح تقسيم لايريد
00_1338|مشكله موضوع سوال تقسيم دفع
00_1339|تقسيم عمر اصغر
00_1340|وجوب كفاله توقيع ختم
00_1341|قرار محكمه موضوع مشكله نظام غير
00_1342|قرار موضوع مشكله غير نيابه
00_1343|محكمه قرار تقسيم وقف مال حفظ
00_1344|هو موت تقسيم وجوب سوال
00_1345|ولد واحد بنت اثنان تقسيم
00_1346|ماضي انتهاء قرار موضوع هو
00_1347|ابن مولود ال ح ض ا ن ه دفع
00_1348|مولود رضيع مولود ال ر ض ا ع ه
00_1349|شيخ محكمه ازاله موضوع مشكله
00_1350|شيخ محكمه فكر قرار لا
00_1351|مهم تقسيم قبل سلف ازاله اول
00_1352|نظام خاص لا يوجد
00_1353|وجوب شاهد هو حلف والله
00_1354|سوال اشخاص ضد محكمه هذا هذا تقرير اول سوال
00_1355|تاريخ اتقان جلوس
00_1356|استفهام يوجد دليل
00_1357|نعم دليل
00_1358|استفهام دليل سوال
00_1359|انا يوجد شاهد يوجد
00_1360|انا يوجد شهاده ختم ص ك نظام
00_1361|هو سيى قول
00_1362|شخص قول كتابه
00_1363|كتابه شخص مسوول كتابه
00_1364|مشكله موضوع تقسيم
00_1365|سوال خاص مال تقسيم خاص
00_1366|مشكله تقسيم مال خاص
00_1367|تقسيم سوال واحد على ثلاث
00_1368|انواع تقسيم سوال
00_1369|ارض فيلا مال
00_1370|مشكله مشكله ح ض ا ن ه
00_1371|سوال مسوول ام اب اطفال حضن
00_1372|مسوول اطفال حضن سوال اب
00_1373|مسوول اطفال حضن سوال ام
00_1374|مسوول اطفال سوال جد ماضي
00_1375|مسوول اطفال حضن سوال جد بنت
00_1376|استفهام ص ك اطفال حضن يوجد
00_1377|سوال وقت طويل اطفال حضن
00_1378|شروط اطفال حضن سوال
00_1379|مشكله مشكله سوال سلف
00_1380|انواع سوال سلف سوال
00_1381|انا يوجد شاهد يوجد محكمه اخبار مشاهده شاهد
00_1382|انا لا_يوجد شاهد
00_1383|سوال شخص سيى هو هو
00_1384|رغبه محكمه هو وجوب نظام طلب
00_1385|انا رغبه محكمه تنبيه شاهد طلب
00_1386|شاهد شخص قران حلف الله
00_1387|شاهد كذب
00_1388|تاريخ فتح ال ع د ه
00_1389|قبل شهر
00_1390|ال ع د ه طول اربعه_اشهر عشر يوم
00_1391|ال ع د ه سوال ثلاث_اشهر
00_1392|طول بعد ولاده الزوج
00_1393|استفهام زواج حمل يوجد
00_1394|سوال شيخ محكمه
00_1395|سوال محاماه تخصص سوال
00_1396|استفهام شاهد مع هذا شخص قرابه يوجد
00_1397|مشكله قتل موت
00_1398|سوال موت سوال
00_1399|استفهام شخص م ح ص ن
00_1400|لا دفع راتب ن ف ق ه لا_يوجد
00_1401|تاريخ فتح مدرسه اول
00_1402|هو مكتب خاص ال ع م د
00_1403|سوال اطفال مدرسه غرفه داخل
00_1404|استفهام قدره تغيير وقت اختبار
00_1405|استفهام سوال مختبر مكان سوال
00_1406|هو كتاب وجوب شراء
00_1407|سوال تسجيل محاضره جدول
00_1408|يوجد W جوال انترنت يوجد جامعه
00_1409|استفهام مدرسه تخصص
00_1410|سوال طريقه رغبه شهاده لي سوال
00_1411|سوال مكان محاضره
00_1412|تاريخ سوال انتهاء فصل مدرسه
00_1413|مكتبه جامعه كبير
00_1414|تاريخ وقت اختبار نهايه
00_1415|اختبار نهايه الاحد
00_1416|استفهام قدره انا رغبه دراسه الخارج
00_1417|سوال مكان تسجيل
00_1418|سوال وقت خاص جامعه عمل سوال
00_1419|كتاب هذا مهم خارج عمل
00_1420|انا رغبه وقت اتقان حفظ مستشار مدرسه
00_1421|ممنوع غش
00_1422|ممنوع جوال يوجد اختبار ممنوع
00_1423|سوال الان هو جدول فصل الان جيد
00_1424|انا رغبه تغيير تخصص تغيير
00_1425|طريقه سوال W ب لا ك ب و ر د
00_1426|نظام لبس جامعه خاص
00_1427|تاريخ اعلان شهاده اختبار تاريخ سوال
00_1428|سوال شروط تخرج
00_1429|رغبه طباعه جدول جامعه ماضي
00_1430|استفهام هو يوجد مركز مستشفى داخل سوال جامعه
00_1431|بن قهوه خاص ولد مدرسه مغلق
00_1432|استفهام كتاب هذا يوجد مكتبه
00_1433|سوال يوم محاضره سوال واحد اثنان ثلاث
00_1434|انا رغبه بطاقه خاص جامعه رغبه
00_1435|تاريخ فتح اجازه صيف
00_1436|استفهام تاريخ وقت اجتماع مع د
00_1437|استفهام يوجد نسبه خاص مدرسه منخفض
00_1438|سوال رغبه شكوى جامعه
00_1439|يوجد تدريب معرفه خاص مدرسه
00_1440|استفهام سوال نظام خاص غ سوال
00_1441|رغبه مدرسه هذا جدول حذف انسحاب
00_1442|تاريخ سوال انتهاء مبادره مشروع خطه تقديم تاريخ سوال
00_1443|كتاب مشروع خطه موضوع سوال
00_1444|الان دعم مدرسه د
00_1445|انا رغبه تسجيل منزل جامعه نوم
00_1446|سوال دفع جامعه مدرسه مال سوال سن الان
00_1447|سوال كتاب ثاني اختيار لا ثاني سوال
00_1448|غدا تقديم كتاب تقديم
00_1449|سوال رغبه تطوع خاص جامعه داخل
00_1450|سوال مسوول غرفه جامعه
00_1451|استفهام شروط تخرج شروط سوال
00_1452|سوال دفع دراسه جامعه
00_1453|تاريخ سوال دفع وجوب
00_1454|هو تخصص سوال
00_1455|تخصص كيمياء ف ز ا ء
00_1456|انا رغبه وقت مسوول جامعه
00_1457|سوال غرفه مدرسه مكتبه سوال
00_1458|انا قدره انضمام مشاركه ترفيه انواع خارج
00_1459|تاريخ فتح جدول قريب فصل ثاني قريب
00_1460|سوال رغبه خطاب تقديم مال مساعده جامعه
00_1461|موقع خاص جامعه سيى
00_1462|رغبه تاخير فكره خطه
00_1463|انا قدره كتابه انا جيد قدره هو
00_1464|تاريخ سوال كتاب توزيع كتاب تاريخ سوال
00_1465|الان محاضره اضافه اضافه يوجد
00_1466|انا رغبه خطاب تاجيل دراسه جامعه دراسه
00_1467|يوجد نظام معرفه بعد لابتوب قدره
00_1468|يوجد جدول غير ضد غير وقت مشابه
00_1469|تاريخ فتح اختبار فصل
00_1470|رغبه تسجيل جدول لا
00_1471|تسجيل اختيار تسجيل اغلاق
00_1472|سوال اختبار نسبه سوال
00_1473|اختبار سهل
00_1474|انا دراسه سوال د تخصص
00_1475|تعليم معرفه جهل لايفهم هو
00_1476|معلم هو سعيد لا
00_1477|معلم واضح
00_1478|سوال مكان اختبار
00_1479|انا قدره نسبه عالي قدره الحمدلله
00_1480|انا ماضي غ
00_1481|سبب هو غ
00_1482|انا منزل كتاب كتابه ارسال ايميل
00_1483|انا دخول ب لا ك و ر د دخول لا
00_1484|كتابه منزل كتابه لا
00_1485|اعاده محاضره
00_1486|سوال كتاب طلب اختيار سوال
00_1487|خطاب خطه مشروع ماضي انتهاء
00_1488|اعاده اختبار قدره هو
00_1489|انا رغبه نسبه قدره رغبه
00_1490|قدره قدره
00_1491|انا الان محاضره الان
00_1492|سوال اشخاص خطه مشروع سوال
00_1493|كتابه منزل خطا
00_1494|انا رغبه حب سوال رياضه
00_1495|هو مدير مدرسه
00_1496|شهاده اعطاء شهاده غدا
00_1497|ك خطه هو
00_1498|سوال غرفه خاص مدرسه
00_1499|الان باص خاص مدرسه اشخاص
00_1500|اذن كتاب اعطاء نظر هو
01_1001|سوال رغبه قدره مشاهده د
01_1002|استفهام هو شعور راس الم
01_1003|انا ام ابره كيمياء سرطان خاص
01_1004|سوال درجه_حراره حمى هو سوال
01_1005|استفهام هو رغبه مهم رغبه شراب_دواء رغبه هو
01_1006|سوال قسم خطر
01_1007|استفهام هو تعب مرض انواع سوال
01_1008|استفهام هو يوجد تامين مستشفى
01_1009|استفهام هو حكه دواء انواع يوجد
01_1010|سوال تحليل مختبر اخر شهاده سوال
01_1011|تاريخ اخر زياره د ذهاب تاريخ سوال
01_1012|هو رغبه ضماد تبديل رغبه هو
01_1013|هو شعور دوخه
01_1014|هو رغبه كرسي متحرك
01_1015|هو استفهام هو دواء الان دواء يوجد لا
01_1016|راس الم سوال شعور سوال
01_1017|هو حركه_يد مشي قدره
01_1018|سوال صيدليه مستشفى سوال
01_1019|سوال مختبر
01_1020|مختبر طابق ثاني
01_1021|صيدليه طابق اول
01_1022|سوال وقت عمليه
01_1023|هو رغبه تحليل دم
01_1024|هو الم صدر الم هو
01_1025|قليل انتظار غرفه
01_1026|تاريخ فتح تدريب حرك_يد
01_1027|هو استفهام هو حمى درجه_حراره يوجد
01_1028|سوال غرفه مرض
01_1029|استفهام هو قديم دم مرض يوجد
01_1030|هو رغبه ماء شرب هو
01_1031|استفهام وزن سوال
01_1032|سوال استفهام طول سوال
01_1033|هو تنفس استفراغ يوجد
01_1034|هو وجوب هو انتظار راحه بقاء
01_1035|هو شعور حكه يوجد
01_1036|هو انا تاريخ ذهاب انتهاء مستشفى
01_1037|رغبه دواء زياده رغبه هو
01_1038|هو توقيع هنا
01_1039|هو رغبه توقيع د
01_1040|رغبه توقيع مرض شخص
01_1041|سوال يوم دواء سوال
01_1042|هو رياضه انتقان يوجد
01_1043|هو الان شعور سعيد يوجد
01_1044|استفهام هو تنفس صعب سوال
01_1045|هو شعور راس الم
01_1046|هو قدوه شروط د
01_1047|هو يوم دواء يوجد
01_1048|هو رغبه هو دواء الم ازاله
01_1049|سوال غرفه فحص
01_1050|هو شعور استفراغ يوجد
01_1051|سوال ظهر الم يوجد
01_1052|هو رغبه هو يوجد تنفس راحه يوجد
01_1053|تاريخ فتح يد كسر تاريخ سوال
01_1054|رغبه ضغط شوف سوال
01_1055|هو بطن نار يوجد
01_1056|الان دوخه تعب يوجد هو
01_1057|استفهام هو سكر هو يوجد
01_1058|تاريخ جاهز شهاده جسم صوره اشعه تاريخ جاهز تاريخ سوال
01_1059|هو رغبه استشاره نفسيه استشاره معرفه
01_1060|هو رياضه V دواء يوجد هو
01_1061|تاريخ اخر دواء تاريخ سوال
01_1062|هو شعور بطن الم يوجد
01_1063|هو سمع ضعف هو
01_1064|وجوب قدوه د معرفه شروط بعد عمليه
01_1065|هو امساك بطن هو
01_1066|هو رغبه هو مساعده مشي هو
01_1067|هو دواء اتقان عاده جدول سوال
01_1068|هو مشكله قلب الم يوجد هو
01_1069|انا ام قلب مشكله
01_1070|تاريخ سوال اعاده محاوله عوده تاريخ سوال
01_1071|انا رغبه د نفسيه
01_1072|استفهام رغبه وقت حجز
01_1073|انا الم شديد
01_1074|تاريخ فتح صيدليه
01_1075|ابن طفل حركه_ارجل طفل
01_1076|سوال وصول غرفه خاص سن
01_1077|هو دواء يوجد هو
01_1078|استفهام دم مستشفى A O انواع سوال
01_1079|انا دم عروق دم سوال A O لا_2
01_1080|استفهام سوال غرفه صوره اشعه سوال
01_1081|استفهام يد الم يوجد
01_1082|مرض عدوه لا قدره
01_1083|استفهام دواء طريقه دواء اتقان
01_1084|دواء بعد مشكله جسم
01_1085|رغبه اخر مختبر تحليل اخر شهاده رغبه
01_1086|انا بحث اخر شهاده اخذ مشاهده
01_1087|انا استئذان رغبه اجازه مرض
01_1088|سوال يوم اجازه مرض
01_1089|سوال دفع دواء سوال
01_1090|استفهام رغبه لقاء ممرض حوار
01_1091|استفهام دفع فاتوره سوال
01_1092|انا لا_يوجد تامين مستشفى
01_1093|سوال غرفه طفل خاص طفل مستشفى
01_1094|رغبه وقت اتقان مع د خاص حمل ولاده
01_1095|انا بطن مولود حركه_جنين لا_يوجد هنا
01_1096|استفهام هو حمل مولود حركه_جنين يوجد لا_يوجد
01_1097|قلب الم مولود داخل_بطن الم قدره
01_1098|استفهام مولود ولد بنت
01_1099|مولود سوال بنت
01_1100|مولود هنا داخل_بطن ولد
01_1101|استفهام هو مشكله حمل
01_1102|انا مشكله حمل لا_يوجد
01_1103|انا بطن سوال ال ح م و ط ص ض ه
01_1104|انا ت س م م حمل
01_1105|وجوب هو دواء يوم مره واحد
01_1106|انا لا نوم تقلب اتقان لا
01_1107|انا شعور استفراغ مستمر
01_1108|رغبه كرسي_متحرك
01_1109|انا غدا عمليه
01_1110|انا شعور استفراغ صباح
01_1111|انا حمى درجه_حراره
01_1112|انا الم زياده
01_1113|وجوب ماء شرب كثير
01_1114|انا وقت اتقان مع د صباح
01_1115|مرض عوده انتظار
01_1116|د عوده انتظار
01_1117|وجوب دخان حذف
01_1118|غرفه نظيف راحه ممتاز
01_1119|انا رغبه فحص حمل
01_1120|انا حمل حمل شهرين ثلاث
01_1121|انا حمل شهر خمس
01_1122|مولود نظيف جيد
01_1123|رغبه ولاده اتقان
01_1124|سوال وزن مولود
01_1125|تاريخ اتقان عمليه عمليه_بطن ولاده
01_1126|هو غير غرفه غير غرفه
01_1127|هو ابره دواء ضد
01_1128|وجوب قبل عمليه اكل توقف
01_1129|الان صوره اشعه الان
01_1130|الان قبل عمليه مستشفى نوم
01_1131|سوال انواع نوم سوال
01_1132|وجوب مستمر دم ضغط مستمر
01_1133|هو بعد عمليه وجوب الم
01_1134|هو ج ا ف ا ف عمليه صلب
01_1135|وجوب ضماد مستمر
01_1136|هو وجوب تدريب حركه_يد
01_1137|انا مراقبه فحص دم ابره دم سكر دم فحص
01_1138|هو دم سكر نسبه منخفض
01_1139|هو دم سكر مرتفع
01_1140|وجوب عمليه يد وجوب مراقبه نظيف
01_1141|الان ساعه وقت ساعتين مستمر ساعتين مراقبه
01_1142|هو دواء مع اكل
01_1143|هو دواء الم منخفض
01_1144|وجوب هو قبل بعد عمليه مشي توقف
01_1145|شروط نهايه مستشفى خلاص شروط قريب
01_1146|وجوب جرح عمليه مراقبه مستمر
01_1147|هو سوال دواء بعد نعاس يمكن
01_1148|سوف مساعد الم نسبه منخفض
01_1149|تاريخ وقت اتقان قريب
01_1150|وجوب فحص مستمر فحص
01_1151|وجوب تجنب اكل زيت
01_1152|الان ممكن راحه ثلاث_ايام اربع_ايام ممكن
01_1153|الان غدا تاريخ اتقان انسحاب مستشفى
01_1154|وجوب دواء وقت اتقان
01_1155|وجوب هو تمدد استلقاء
01_1156|الان دعم نفسيه سعيد
01_1157|وجوب الان نظيف يد كفين يد نظيف
01_1158|هو رغبه رياضه مستمر لا وجوب منخفض قليل
01_1159|تقديم شروط نصح مستشفى
01_1160|وجوب استلقاء سرير يوم
01_1161|الان مراقبه اوكسجين تنفس مراقبه
01_1162|اوكسجين تنفس منخفض
01_1163|الان مستشفى دواء اتقان
01_1164|وجوب تجنب برد تجنب
01_1165|وجوب غرفه هو نظيف
01_1166|هو مشي كل_يوم مشي قليل مشي قليل
01_1167|تقرير تقديم د خاص هو
01_1168|وجوب تجنب اكل ثقيل تجنب
01_1169|الان دم تحليل مختبر الان
01_1170|الان غدا يد جبس_ابيض يد غدا تغيير
01_1171|الان اكل وقت ست تقديم
01_1172|وجوب هو مستشفى مختبر استلقاء راحه
01_1173|الان مراجعه دواء قبل مشاهده سوال بحث قليل
01_1174|وجوب خاص شخص مراقبه مستمر
01_1175|اضافه عطاء عمليه شروط نصح عمليه
01_1176|غدا صباح مختبر
01_1177|انا رغبه تطعيم تنفس صدر
01_1178|انا رغبه دواء تنفس
01_1179|هو دواء وجوب راحه
01_1180|رغبه بول اخذ علبه
01_1181|طريقه خطه علاج اتقان سوال
01_1182|وجوب توقف اكل ساعه اثنى_عشر ليل توقف اكل
01_1183|وجوب رياضه ثقيل صعب تجنب
01_1184|هو الان مراقب
01_1185|الان مشاهده نفسيه سعيد مشاهده الان مراقب
01_1186|مستمر اكل جدول اكل اتقان اتقان مراقبه
01_1187|هو تجنب سكريات اكل تجنب قدره
01_1188|سكريات شوكولاته انواع فائده لا_يوجد
01_1189|تنفس
01_1190|الان اتقان مختبر
01_1191|هو زيت مرتفع
01_1192|تقديم دواء خاص زيت
01_1193|سوال دواء اتقان اليوم
01_1194|وجوب حاجز حمايه قوي
01_1195|هو ضعف عدوى مرض ضعف
01_1196|هو وجوب اكل اتقان جدول
01_1197|الان تغيير دواء زياده
01_1198|هو مشكله صدر
01_1199|رغبه مشاهده بعيد مشاهده جيد_او_غيرجيد
01_1200|فحص عين فحص_نظر
01_1201|هو عيون ضعف
01_1202|انا رغبه سمع تخطيط سمع
01_1203|الان استمرار سمع تخطيط مختبر
01_1204|وجوب خوف توتر ابتعاد
01_1205|سوال هو شعور الم
01_1206|انا شعور دوار
01_1207|استفهام مرض خطر
01_1208|انا شعور سعاده قدره
01_1209|دواء عطاء صباح
01_1210|دواء قبل نوم
01_1211|انا رغبه استلقاء وقت قصير
01_1212|انا رغبه جراحه يوجد وجوب
01_1213|نعم رغبه جراحه بطن
01_1214|سوال رغبه استحمام
01_1215|استفهام يوجد مترجم لغه اشاره مستشفى
01_1216|انا قدره اكل الان
01_1217|تاريخ صحه تاريخ سوال
01_1218|مستشفى هنا برد
01_1219|الان رغبه قدره بطانيه
01_1220|انا شعور حر
01_1221|مرض انا عدوى قدره
01_1222|رغبه استئذان رغبه كرسي
01_1223|د تاخير كثير
01_1224|استفهام انا قدره وقوف قدره
01_1225|سوال رغبه ذهاب سوال
01_1226|انا رغبه مساعده وقوف
01_1227|انا ام رغبه كرسي_متحرك كرسي
01_1228|هو عين سن ا ل ت ه ا ب
01_1229|هو عصر عين
01_1230|هو سمع ا ل ت ه ا ب
01_1231|هو حلق ا ل ت ه ا ب
01_1232|هو صدر ا ل ت ه ا ب
01_1233|دواء بعد نعاس يوجد
01_1234|انا ام سرطان
01_1235|دواء مره مرتين ثلاث يوم
01_1236|دواء مره مرتين يوم
01_1237|رغبه لا اكل رغبه لا
01_1238|دواء هو طعم غير سيى
01_1239|رغبه شهاده تصوير اشعه شهاده نظر
01_1240|استفهام دواء حبه سوال
01_1241|انا شعور الم راس
01_1242|استفهام هو ضد محاربه قدره
01_1243|استفهام انواع ضد محاربه
01_1244|هو ظهر حساسيه
01_1245|سوال قدره دواء سوال
01_1246|استفهام وقت طويل دواء تاريخ سوال
01_1247|رغبه وساده نوم اضافه اعطاء
01_1248|استفهام هو دواء حبه خاص الم
01_1249|استفهام رغبه شرب دافئ حمى شرب رغبه
01_1250|رغبه يد ضماد تغيير
01_1251|انا شعور توتر
01_1252|استفهام وقت اتقان تغيير قدره
01_1253|استفهام دواء حبه قدره ضد انا
01_1254|هو رغبه تقرير مستشفى طلب
01_1255|رغبه قدره معرفه حبه دواء تفصيل سوال
01_1256|دواء حبوب مهم
01_1257|دواء حبه حساسيه خاص
01_1258|انا الم ذراع
01_1259|شعور تعب كل_يوم
01_1260|دم ضغط مرتفع
01_1261|دم ضغط منخفض
01_1262|انا الم سكري
01_1263|انا راس الم مستمر
01_1264|انا تنفس مشكله
01_1265|بطن الم
01_1266|رغبه لا انا مشي لا صعب
01_1267|انا طفح جلد
01_1268|ابن بنت جلد طفح
01_1269|استفهام سوال طفح جلدي جسم سوال
01_1270|انا مشكله مشكله سمع
01_1271|اناذاكره نقص ضعف
01_1272|انا تفكير زياده
01_1273|انا اب عقل تركيز نسيان
01_1274|انا خلف الم
01_1275|انا تعب صباح
01_1276|انا اكل رغبه لا رغبه لا
01_1277|استفهام انا اكل تجنب رغبه لا هو
01_1278|ابن هو رغبه اكل لا رغبه ابتعاد
01_1279|انا اكل حلق صعب
01_1280|استفهام هو حبه بلع قدره هو
01_1281|انا لا يد لا توقف يد توقف
01_1282|ركبه الم
01_1283|بطن امساك بطن
01_1284|انا حركه_ارجل مرض هو
01_1285|دواء هو خاص صرع حركه_ارجل خاص
01_1286|هو شعور غبار شعور وريد
01_1287|استفهام حساسيه غبار يوجد
01_1288|شعور نوم لا
01_1289|انا ام انا نوم لا
01_1290|توتر تفكير سبب نوم لا_يوجد
01_1291|لا تشرب قهوه ليل لا
01_1292|انا عيون ج ا ف
01_1293|شعور تنفس صدر الم
01_1294|انا ام تنفس الم
